date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:48:11	6775/6775	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:58:49%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/js/nivo-lightbox.min.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/js/nivo-lightbox.min.js	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/product.html)
17:48:12	0/-1	---M--	301	error ('')			https://codefund.io/properties/441/funder.js	C:/My%20Web%20Sites/admin6/codefund.io/properties/441/funder.64.delayed	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/price.html)
17:48:14	45732/45732	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2019%20Sep%202017%2018:58:49%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/js/jquery.magnific-popup.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/js/jquery.magnific-popup.js	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/price.html)
17:48:14	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:47%20GMT	https://p.w3layouts.com/assets/css/fonts/linecons/css/linecons.css	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/css/fonts/linecons/css/linecons.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:15	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:48%20GMT	https://p.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.css	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:16	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:49%20GMT	https://p.w3layouts.com/assets/css/bootstrap.css	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/css/bootstrap.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:17	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:50%20GMT	https://p.w3layouts.com/assets/css/xenon-core.css	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/css/xenon-core.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:17	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:50%20GMT	https://p.w3layouts.com/assets/css/xenon-forms.css	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/css/xenon-forms.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:18	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:51%20GMT	https://p.w3layouts.com/assets/css/xenon-components.css	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/css/xenon-components.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:19	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:52%20GMT	https://p.w3layouts.com/assets/css/xenon-skins.css	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/css/xenon-skins.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:19	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:52%20GMT	https://p.w3layouts.com/assets/css/custom.css	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/css/custom.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:20	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:53%20GMT	https://p.w3layouts.com/assets/js/jquery-1.11.1.min.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/js/jquery-1.11.1.min.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:21	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:54%20GMT	https://p.w3layouts.com/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/js/bootstrap.min.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:21	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:54%20GMT	https://p.w3layouts.com/assets/js/TweenMax.min.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/js/TweenMax.min.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:22	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:55%20GMT	https://p.w3layouts.com/assets/js/resizeable.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/js/resizeable.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:23	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:56%20GMT	https://p.w3layouts.com/assets/js/joinable.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/js/joinable.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:24	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:57%20GMT	https://p.w3layouts.com/assets/js/xenon-api.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/js/xenon-api.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:25	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:57%20GMT	https://p.w3layouts.com/assets/js/xenon-toggles.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/js/xenon-toggles.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:25	2529/2529	---MCZ	200	added ('OK')	text/html	date:Thu,%2007%20Jan%202021%2014:47:58%20GMT	https://p.w3layouts.com/assets/js/xenon-custom.js	C:/My%20Web%20Sites/admin6/p.w3layouts.com/assets/js/xenon-custom.html	(from https://p.w3layouts.com/images/W3Layouts-light.png)
17:48:26	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Jan%202021%2014:47:59%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/loading.gif	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/css/loading.gif	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/magnific-popup.css)
17:48:27	3184/3184	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:58:50%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/images/prev.png	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/images/prev.png	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/magnific-popup.css)
17:48:27	3193/3193	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:58:49%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/images/next.png	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/images/next.png	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/magnific-popup.css)
17:48:28	2949/2949	---M--	200	added ('OK')	image/png	date:Tue,%2019%20Sep%202017%2018:58:50%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/images/close.png	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/images/close.png	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/magnific-popup.css)
17:48:28	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Jan%202021%2014:48:01%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/loading@2x.gif	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/css/loading@2x.gif	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/magnific-popup.css)
17:48:29	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Jan%202021%2014:48:02%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/prev@2x.png	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/css/prev@2x.png	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/magnific-popup.css)
17:48:29	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Jan%202021%2014:48:03%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/next@2x.png	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/css/next@2x.png	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/magnific-popup.css)
17:48:30	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Jan%202021%2014:48:03%20GMT	https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/close@2x.png	C:/My%20Web%20Sites/admin6/p.w3layouts.com/demos/28-03-2016/shoppy/web/css/close@2x.png	(from https://p.w3layouts.com/demos/28-03-2016/shoppy/web/css/magnific-popup.css)
